experience_years,age,education_level,working_hours,performance_score,projects_completed,salary
23,42,2,41,4,16,120520
21,31,1,39,3,19,125111
13,30,3,36,6,5,109263
22,37,1,51,4,18,117947
13,46,4,44,2,5,102227
23,41,4,38,5,1,130688
1,33,2,43,4,12,69747
12,29,3,45,5,19,117277
13,31,1,46,9,9,95891
23,31,1,46,4,8,118380
18,26,1,52,6,12,109179
6,21,4,38,4,6,74321
2,26,3,43,1,17,79599
14,33,1,42,2,13,83876
22,42,2,53,6,3,114695
13,51,3,47,8,7,106976
10,42,3,36,9,11,101077
14,47,1,53,4,7,81185
12,34,4,48,6,15,124460
17,25,3,39,3,0,100970
5,52,2,44,9,9,80400
2,54,3,51,8,6,79767
18,27,4,54,1,13,112437
14,30,2,50,2,16,93582
24,37,4,51,10,18,162532
22,50,1,35,9,4,125711
4,41,3,49,10,18,115007
9,33,2,51,3,2,71192
6,21,4,45,3,0,81429
24,21,1,39,10,7,141881
16,53,2,38,9,8,114676
6,45,3,43,3,4,66149
21,46,3,50,10,0,134267
11,33,4,46,5,16,117838
24,48,2,52,6,13,126185
16,53,1,37,3,16,110286
12,50,1,49,10,8,96696
19,28,1,52,8,2,99218
24,21,4,46,2,2,116612
3,32,1,47,6,12,81875
9,25,2,35,2,19,85404
2,44,4,38,9,4,94644
8,26,3,42,6,5,97295
12,45,4,53,9,13,115726
17,21,4,39,4,5,111257
14,45,4,45,3,16,110112
3,21,2,51,2,8,58448
14,52,3,51,8,3,98870
21,23,3,36,4,14,116581
1,39,4,35,2,17,81444
14,49,4,38,9,14,120629
7,22,4,43,8,17,118238
7,29,2,36,5,6,73439
16,37,2,37,8,14,117076
11,37,1,40,5,4,91648
18,32,3,47,7,10,127421
9,40,1,49,5,13,85863
8,23,1,45,5,7,83637
4,24,4,44,4,3,81884
5,37,2,37,5,9,71107
19,35,1,54,7,6,103619
1,53,1,43,3,0,47696
23,36,1,44,4,19,135254
12,31,4,46,8,11,112956
5,40,4,42,6,12,91607
4,44,2,51,8,15,94596
24,36,1,39,2,13,126559
0,50,1,42,9,12,85612
20,54,2,52,7,4,124758
21,21,2,45,5,13,116482
20,44,2,44,7,12,119164
5,44,3,49,2,13,79539
5,29,2,40,4,11,82850
22,42,4,53,7,19,155100
15,32,3,51,2,14,98724
3,37,2,44,8,18,100582
10,45,4,39,10,10,121271
23,48,2,50,10,14,145295
22,35,2,46,5,11,126782
8,50,3,39,5,18,104932
22,47,4,35,8,15,148299
2,42,1,36,1,3,36797
18,30,2,39,6,17,116088
7,51,3,53,2,8,82989
4,47,4,49,1,15,78098
3,32,2,35,7,6,75460
23,51,1,45,4,18,125162
5,52,4,52,1,10,68009
1,52,4,37,10,16,110547
19,41,3,43,6,4,117525
10,30,2,38,10,11,116472
3,36,2,47,6,18,79350
14,27,4,43,3,1,89871
5,24,2,37,6,0,65510
21,47,4,50,10,3,127084
16,45,1,42,9,10,104795
23,51,3,41,6,17,136989
5,31,2,51,1,15,77546
18,40,2,50,10,9,116647
24,37,3,52,6,11,143975
1,31,1,50,8,1,60293
14,50,1,49,7,0,100377
10,42,1,36,8,9,99874
7,47,1,54,8,9,84927
18,24,1,38,9,9,112257
12,36,4,39,3,1,84771
11,36,2,41,7,19,113891
4,41,2,49,6,2,70029
5,46,2,51,2,0,62539
21,39,4,44,5,17,145161
3,37,3,54,3,10,83038
18,46,1,43,5,11,99295
19,42,3,50,9,0,121214
0,48,1,37,8,5,56806
19,21,1,43,9,15,132643
16,22,3,42,9,19,142860
11,37,2,41,8,2,92299
14,41,4,51,8,16,127757
0,29,3,39,6,15,76501
13,33,2,41,6,10,99776
5,31,1,47,6,15,84617
4,36,2,52,10,11,95649
10,36,1,48,6,0,78255
3,22,1,52,9,10,90486
12,28,2,37,10,5,111761
10,33,1,51,1,18,88615
2,37,4,53,10,11,108065
0,44,2,41,6,1,67061
5,23,3,38,8,9,84797
17,50,1,49,1,18,97950
23,33,1,42,6,14,135164
9,39,4,50,9,7,99687
4,27,4,35,6,10,98196
22,29,3,50,2,15,133307
9,39,1,36,1,12,67461
11,42,3,36,4,12,108230
1,38,3,42,6,4,76588
12,43,1,46,10,11,99115
7,22,3,45,10,9,100613
1,31,3,40,9,18,97088
19,51,4,53,5,16,140899
0,53,4,52,7,0,75616
4,34,3,39,6,14,93254
8,36,1,49,6,15,85593
16,31,4,42,9,19,130776
8,53,3,40,5,9,97933
10,27,2,46,2,9,75355
14,51,2,53,8,16,119560
23,34,3,46,3,16,128155
5,48,2,46,9,1,90099
22,36,4,43,5,8,131418
2,39,1,44,1,3,45060
16,37,3,51,4,6,97228
4,46,4,52,9,4,92127
11,26,1,50,1,18,82339
17,29,2,38,8,3,117732
13,37,2,52,8,17,118299
20,51,2,37,9,2,110805
23,32,2,50,9,3,134922
10,43,4,48,6,13,113969
8,25,4,43,5,13,107298
1,23,1,40,7,16,69812
11,44,3,38,9,8,116075
2,37,1,36,5,18,80379
2,46,3,44,3,2,63882
0,24,2,45,9,14,77470
7,32,2,41,10,0,93533
21,21,2,39,1,18,125393
7,41,2,38,1,3,66388
10,39,4,40,10,13,115063
8,41,1,36,4,17,84174
4,38,3,36,2,11,66623
13,23,3,50,7,5,105954
2,52,4,47,2,9,74887
20,30,2,41,7,3,124254
4,35,1,39,8,15,78453
4,25,2,51,8,0,64195
18,24,4,47,3,2,105381
13,48,3,49,9,6,112959
3,24,4,37,10,2,83453
24,35,3,38,10,14,154441
12,37,1,49,10,5,100004
9,23,3,52,6,15,98430
24,30,1,37,4,16,118780
17,43,2,41,8,1,98104
7,38,2,42,4,9,78444
7,21,4,45,4,10,100728
6,51,1,43,8,5,72336
7,21,2,54,4,17,87746
13,23,1,46,1,14,91313
18,23,2,39,6,15,111089
5,39,2,35,8,12,90497
0,49,3,48,3,15,71809
22,45,4,37,2,1,122178
14,53,3,49,6,19,120517
0,49,1,44,1,11,56517
24,46,2,44,5,13,134160
16,24,4,37,6,7,110441
0,34,2,40,8,5,71354
14,47,2,39,7,13,102315
22,53,3,53,6,14,139037
1,42,1,48,2,19,71463
13,23,4,51,8,2,117725
20,43,4,46,8,6,141013
7,41,4,43,5,15,95768
7,43,1,37,3,1,71905
18,24,4,52,8,16,144237
6,41,1,38,5,10,77309
18,51,4,48,3,2,109390
5,41,2,40,9,7,93933
5,46,1,49,9,18,98052
2,44,3,51,7,17,91679
6,31,4,39,8,6,105485
18,49,3,40,5,15,132484
7,23,1,39,5,13,93076
9,21,2,53,5,7,82732
19,39,3,48,2,12,112714
14,42,3,38,3,2,81483
14,34,2,39,8,1,106669
0,34,2,45,6,12,69864
19,36,1,36,9,2,111834
6,53,4,36,7,0,93694
3,33,3,54,6,1,77168
5,32,3,46,4,9,85179
24,53,1,50,7,10,127132
0,53,4,51,4,2,71820
4,49,1,38,7,7,82184
22,25,3,48,5,14,125280
0,26,3,41,2,4,51549
3,51,2,49,7,7,71613
21,36,2,50,8,17,127624
1,51,4,42,10,17,93087
9,45,3,36,2,11,83301
4,53,3,53,6,3,69372
9,33,2,35,4,7,87380
0,30,1,38,5,1,45812
21,44,1,45,1,19,105880
5,30,3,44,6,2,87223
12,51,3,52,8,7,98538
14,33,4,35,2,11,101411
3,23,4,51,1,1,71464
12,54,2,50,9,16,120435
23,48,3,46,2,13,131829
19,39,1,50,8,13,129627
23,43,4,43,5,5,118713
14,52,2,51,2,7,97632
7,33,2,37,5,9,90325
4,53,1,52,9,17,83005
14,54,4,49,6,0,108424
3,53,1,49,3,6,65449
11,25,2,50,8,6,106312
12,23,3,54,1,12,83298
1,27,1,35,9,15,83463
18,44,2,35,9,11,134334
18,42,3,38,4,18,128769
3,43,3,47,8,5,88973
3,50,4,38,3,6,81072
10,38,4,42,6,16,104640
4,52,2,47,10,18,105061
19,27,1,42,10,4,112863
10,53,3,48,8,2,97803
9,25,4,35,9,17,126576
7,48,4,43,8,16,116306
5,28,1,35,9,10,87861
5,35,4,41,4,8,79529
7,24,2,54,10,16,105982
22,54,1,47,1,18,116421
14,25,3,49,7,12,124399
13,53,2,43,10,5,106842
10,25,3,50,4,3,90253
11,54,3,51,1,17,91334
12,46,4,43,3,11,93183
7,21,2,40,7,3,73919
17,24,2,54,3,4,103660
24,46,1,46,1,11,109580
0,53,2,50,7,17,77860
14,53,1,49,8,16,105978
7,28,2,41,5,9,87216
10,40,3,44,6,5,102955
11,36,1,38,3,16,90078
11,41,2,37,5,7,84801
3,46,1,52,3,1,46139
15,43,4,35,2,11,106239
3,38,4,47,7,2,87113
4,51,1,52,10,19,93284
23,32,1,42,7,6,114107
4,21,3,45,8,0,79817
7,29,2,44,1,16,70472
9,23,4,38,2,7,88296
16,46,4,38,2,9,109941
8,29,2,38,3,16,83153
21,36,4,46,7,15,136094
18,44,4,42,7,9,125640
13,34,1,47,7,14,108387
7,23,4,42,1,15,83446
8,54,4,37,2,17,95651
21,53,4,46,8,3,121087
10,44,2,52,9,6,107774
22,29,3,49,10,11,137823
0,33,1,48,7,11,77369
13,22,3,43,1,0,80219
4,27,4,39,4,11,81349
20,41,4,49,10,6,139711
13,39,4,42,8,14,115201
3,45,3,37,5,1,77487
21,42,2,46,1,0,104869
22,31,2,39,7,3,111450
24,53,1,43,6,7,116555
0,52,3,54,9,16,87217
21,41,2,37,4,17,127102
22,40,1,42,4,4,106729
18,28,4,47,8,5,116080
7,29,4,42,4,11,84721
14,45,1,39,3,15,96530
20,45,2,41,7,8,120950
14,53,3,39,5,14,113179
8,22,1,43,9,7,89922
20,39,2,39,5,11,108970
8,40,1,42,9,13,97533
9,49,2,46,6,16,102081
19,26,4,38,6,13,128459
24,37,1,43,6,19,140695
20,45,3,48,7,4,124166
8,24,1,53,4,12,83704
2,50,4,47,4,5,74325
19,40,4,37,9,13,141088
24,23,2,38,7,5,118596
10,43,4,35,10,2,106147
5,38,2,35,6,15,90656
1,46,4,45,1,11,70463
6,28,2,50,7,13,85954
17,37,3,38,6,1,113918
1,51,2,41,4,17,74739
16,53,2,46,8,6,112451
10,47,3,40,7,4,94858
11,24,2,54,8,11,111987
18,42,2,43,9,16,134375
21,46,3,42,1,11,120226
23,52,4,48,3,10,133232
24,44,1,49,2,0,93786
6,52,2,39,3,8,83374
19,27,4,49,2,7,108845
5,53,1,40,6,13,73859
20,51,3,35,9,3,127681
23,32,2,54,2,10,113319
0,31,2,43,4,16,74602
16,44,3,38,5,7,108313
10,28,2,36,5,0,73153
21,52,1,40,1,17,114590
17,42,1,36,6,4,103232
20,54,3,37,5,7,111231
16,39,2,41,6,7,106296
6,40,4,54,4,8,85249
16,34,2,51,6,17,115931
19,53,3,43,9,6,130668
8,30,4,43,1,9,81002
16,36,1,53,6,15,112507
19,24,1,39,1,2,79508
21,47,4,40,7,9,128194
21,48,4,52,4,7,119688
7,36,3,35,6,17,108380
16,53,2,51,7,3,111610
6,39,1,48,5,11,85874
0,41,2,49,9,4,81595
12,42,1,39,8,3,84744
22,29,2,51,3,18,116499
18,29,1,45,1,18,108503
23,29,2,44,10,4,122997
18,47,3,51,8,14,131922
16,37,1,35,4,11,97431
12,28,3,39,7,12,112209
15,36,1,50,4,5,100324
7,38,1,41,7,16,86116
18,53,1,46,1,19,107042
17,21,2,42,1,9,88789
0,32,1,52,2,13,53194
13,26,3,35,5,14,113514
18,25,2,54,10,9,122177
14,36,2,46,6,5,106176
17,38,1,38,2,15,108806
1,38,4,46,1,1,48181
21,21,2,35,9,9,127805
16,39,1,35,7,4,99733
17,28,3,37,8,8,129517
5,23,4,46,6,18,93545
18,45,2,47,9,18,126509
3,25,4,47,8,8,86868
0,39,2,43,4,15,66442
7,38,4,52,5,18,103340
22,51,4,35,2,19,124405
6,53,3,40,1,3,75097
2,38,4,39,6,4,70376
9,36,3,38,3,17,92640
9,36,1,40,4,7,84561
18,27,2,37,1,12,110841
13,34,3,51,6,8,96264
1,45,2,45,8,9,79373
0,52,3,38,10,3,71771
22,42,2,54,4,18,123906
22,36,3,35,10,3,139738
17,49,2,38,8,12,117436
6,36,1,37,10,16,102336
7,32,2,44,3,10,84170
0,37,1,35,7,1,47460
24,47,1,38,3,4,115150
22,45,1,53,6,12,117585
2,33,4,35,4,2,79349
23,28,2,50,6,18,146278
22,25,4,53,7,18,146995
7,32,4,54,8,15,114513
21,23,2,52,6,15,125488
24,53,1,36,4,2,117796
14,42,4,40,9,8,129080
4,29,4,35,7,18,104820
2,38,3,53,9,0,78810
18,49,2,39,3,13,100766
0,47,4,36,5,10,71309
14,37,2,35,1,17,107136
7,54,2,50,8,19,99833
1,23,4,36,1,6,60784
2,25,2,38,1,5,49848
23,34,1,37,7,11,125236
13,23,4,51,8,1,98443
23,43,4,49,3,12,123441
13,50,4,44,2,19,102448
10,43,3,46,7,0,95743
15,47,3,46,10,14,132847
3,30,3,54,5,19,95627
19,45,3,41,1,7,102748
4,33,4,44,2,17,81112
21,36,1,39,3,14,117979
20,54,2,54,6,7,123559
13,42,2,54,1,1,82580
22,37,4,45,8,10,137207
15,43,1,36,2,7,87099
17,29,2,50,5,12,114689
6,22,1,46,8,0,71178
9,52,4,50,5,17,106698
6,42,3,38,8,4,79229
0,33,1,36,6,0,52196
22,28,2,44,7,11,120812
20,21,2,47,8,4,119354
18,37,2,53,3,15,106311
15,32,3,49,5,17,126572
18,24,1,35,10,1,114468
3,33,1,51,7,14,72668
17,51,2,54,9,10,129976
1,27,1,38,6,9,72590
0,43,2,54,10,2,75301
14,44,1,43,1,12,85511
4,25,3,40,8,12,83683
19,25,3,37,6,2,117108
10,37,4,36,1,9,89026
9,50,4,52,4,3,89916
1,29,4,53,6,13,89623
2,26,1,41,10,16,88063
22,45,3,37,1,0,111518
22,39,3,52,10,14,138282
11,36,3,54,5,1,97430
19,41,2,54,3,17,113441
4,22,1,53,7,6,63213
4,30,1,43,8,12,79643
5,36,4,50,3,2,81039
8,35,2,40,10,2,90760
1,33,2,46,3,12,74563
20,33,3,40,3,3,115118
11,52,4,47,6,15,119206
2,28,1,39,6,7,75445
19,38,2,47,3,7,99724
21,46,3,54,6,15,140123
11,30,1,41,9,1,82987
23,51,3,46,8,8,141168
16,53,1,38,7,12,104765
9,49,3,39,7,11,110671
23,25,1,50,8,1,109009
13,33,4,38,7,8,116977
22,21,1,42,3,0,105826
16,43,1,50,8,5,103916
17,23,1,42,8,1,109991
18,23,3,51,1,2,103310
16,27,2,48,10,14,119270
13,35,1,46,5,6,79769
8,23,1,37,5,12,89570
7,49,4,54,1,15,84914
1,50,1,36,6,12,72157
12,38,4,47,6,11,113589
24,31,1,45,4,16,133712
6,21,3,46,6,10,94277
8,49,2,52,6,6,75797
21,30,2,43,1,12,105461
21,48,2,41,5,9,117163
10,51,3,40,2,9,82905
13,39,4,48,7,12,127621
3,23,2,52,9,18,88999
12,35,3,48,9,16,117763
1,53,3,39,9,19,105992
22,46,1,54,7,6,127047
4,36,4,47,7,3,78590
10,53,3,35,1,16,93924
5,40,4,46,6,3,76848
17,33,2,53,5,17,113404
20,53,2,44,8,19,137582
9,25,2,39,8,7,98486
3,34,1,54,4,7,64122
8,47,1,40,1,15,81151
5,43,4,46,6,14,100031
1,34,4,37,10,17,112685
16,24,1,48,1,18,93701
4,39,3,38,5,5,67227
24,24,4,51,5,8,143400
5,50,4,51,3,15,94729
11,39,2,48,5,8,82821
22,51,4,49,6,19,153114
20,51,4,41,5,16,134720
9,29,3,38,1,3,75257
21,33,4,51,7,14,142041
20,34,3,40,3,10,108475
24,30,2,45,7,13,135204
5,51,1,46,5,16,88922
7,43,2,49,3,12,74587
1,47,3,46,6,8,66126
11,26,3,45,1,15,96472
12,46,4,51,6,7,115619
24,22,4,42,4,13,133395
20,33,1,46,4,14,112051
6,39,3,43,5,6,72789
9,21,3,45,9,10,107269
12,52,2,37,1,2,84952
16,42,1,41,3,6,99618
20,49,2,37,4,4,109060
13,22,4,50,2,8,93177
1,31,4,44,9,19,106361
21,37,2,41,7,18,142260
10,28,4,54,1,12,98419
0,42,2,49,9,18,86838
18,24,3,44,6,15,131616
20,31,3,46,2,1,110085
3,28,4,52,1,0,56999
18,29,1,43,6,2,92064
20,46,3,43,7,11,125796
10,22,4,38,10,5,113232
7,36,1,39,6,1,68020
10,51,4,41,7,15,115195
3,26,2,41,6,4,78706
16,41,4,45,8,11,125601
6,46,2,44,2,3,67936
7,39,3,45,9,13,104479
2,48,3,52,9,16,89253
21,28,4,46,9,11,149118
1,34,1,50,7,12,64943
22,44,4,38,9,16,153962
14,46,4,51,1,19,120138
23,51,3,51,3,14,126755
21,52,3,39,2,8,112420
21,22,4,47,1,9,125975
4,45,3,37,5,5,79527
23,22,2,51,1,16,128195
0,21,4,45,3,11,81600
3,32,3,35,6,8,74955
14,29,4,52,6,1,108509
19,48,3,51,3,15,126356
18,53,2,43,4,15,112703
2,42,2,54,7,0,67769
19,45,4,41,6,10,122174
10,38,2,39,2,2,67730
16,26,2,50,9,1,113137
12,38,3,41,6,13,117125
10,36,4,47,2,0,73908
1,35,3,47,7,5,70832
8,28,3,49,10,6,106196
1,33,1,51,10,1,76482
20,27,2,51,4,1,113053
8,37,3,53,1,14,93641
8,52,3,44,10,4,93484
7,42,3,36,9,12,112517
16,33,2,48,10,18,136989
0,43,2,37,8,18,76069
24,49,2,41,5,14,127299
10,42,4,45,3,0,84361
7,21,3,51,4,2,71223
9,49,2,49,3,17,82888
24,25,3,53,10,16,162015
6,30,4,45,8,7,101618
2,39,1,49,5,10,63696
2,27,4,49,8,19,104102
17,33,2,40,1,7,100497
4,30,2,49,9,5,85890
11,22,4,43,10,5,115839
11,26,3,39,3,5,84983
18,28,2,53,1,1,98804
5,45,2,39,3,9,65740
1,27,4,47,2,9,65032
11,43,3,52,7,8,111888
18,39,4,54,10,2,126291
4,42,4,51,4,1,68352
11,33,3,49,7,3,96601
16,41,3,48,3,7,97012
16,21,1,50,6,8,109664
9,39,4,38,7,1,88600
24,53,3,51,7,15,149102
22,24,2,54,5,5,110364
16,23,1,48,6,7,105731
14,47,4,52,3,2,104571
11,48,3,40,4,10,103601
15,26,1,42,6,19,107157
23,26,1,43,3,4,98487
18,43,2,35,7,11,121631
7,53,1,47,3,10,73961
20,36,4,37,9,4,122580
16,44,3,40,4,19,126073
22,25,1,51,2,19,125813
4,33,1,42,6,2,61129
21,32,4,40,9,8,133630
15,25,2,50,10,17,123564
5,51,2,35,10,11,93321
7,48,3,44,2,3,78281
24,48,4,52,4,6,130469
17,50,2,48,5,19,113612
24,38,3,39,9,10,145318
11,47,3,51,7,1,103514
14,46,2,48,5,11,104534
8,38,4,52,6,8,97421
12,53,1,38,9,5,105857
14,45,2,54,4,6,102653
9,51,1,36,2,5,76444
15,22,1,41,5,17,100595
6,53,4,41,7,12,98310
16,52,4,41,4,8,112451
22,38,3,47,1,18,129403
20,37,4,53,8,3,125060
21,54,3,40,5,3,117051
6,27,2,54,10,12,91403
13,50,1,51,2,10,87908
14,32,4,52,3,1,89192
20,31,2,35,10,5,117461
6,24,3,47,10,11,106238
8,45,4,53,5,7,100678
18,52,1,50,4,4,95998
15,40,2,44,9,19,129774
7,51,4,47,9,8,99378
17,24,4,44,8,3,110617
22,21,2,48,2,8,107425
17,23,3,43,5,11,113754
19,42,3,45,8,3,115399
6,37,4,37,8,16,113990
2,34,3,42,7,19,91179
17,33,3,46,4,1,104935
9,22,2,37,3,12,76900
6,33,3,41,8,14,99631
16,36,3,48,8,7,121519
13,38,2,41,10,5,99229
23,27,4,41,5,8,124910
2,50,4,48,3,10,68937
11,27,2,46,5,11,89896
12,35,1,35,4,1,74663
1,39,2,39,8,1,75205
2,22,1,45,2,10,61135
4,33,3,35,8,7,96110
10,51,4,47,10,5,116033
7,36,1,51,6,17,100700
22,26,1,37,4,10,118691
22,48,3,44,3,5,116134
11,52,4,53,10,8,116906
6,30,3,41,5,13,88122
14,38,4,54,6,18,132046
23,24,4,37,1,5,113970
16,29,3,46,1,19,114397
3,27,1,44,10,18,88650
21,28,2,46,3,9,107743
24,27,4,49,2,13,130310
12,23,4,40,1,4,97608
17,37,2,53,8,11,115634
0,22,2,39,1,18,60022
15,35,3,54,10,1,103909
12,49,4,36,8,14,114740
9,42,3,53,5,5,93279
11,24,2,53,4,7,78075
1,26,3,38,8,13,84354
22,46,4,54,8,2,126256
2,31,1,39,8,5,79913
9,46,1,41,3,10,76908
1,37,4,38,8,8,95394
22,44,3,45,1,16,125918
12,48,2,37,4,18,110587
12,51,2,39,5,1,89940
17,33,1,54,6,7,105395
2,36,3,49,5,9,66619
6,35,2,52,5,2,76422
13,38,2,50,5,9,105745
19,47,4,50,9,1,126363
16,48,3,44,10,6,123862
20,29,3,35,10,0,130216
11,32,2,45,3,11,82712
24,35,3,51,2,4,125139
15,41,3,49,10,8,112284
23,53,3,41,2,11,131532
11,39,4,40,8,10,109918
14,43,2,49,5,11,110893
24,33,1,49,5,2,103771
9,21,3,41,6,11,99658
24,49,2,37,9,0,134396
6,44,1,48,7,5,67006
19,36,4,43,5,10,118545
4,45,2,37,5,1,57823
0,43,4,40,10,7,93234
16,48,2,54,9,10,117254
2,36,4,43,9,11,102951
12,31,2,35,2,18,88186
13,23,4,43,7,19,133062
23,35,1,46,10,8,136730
17,21,2,38,1,10,96947
3,27,1,50,4,17,83771
17,21,3,39,2,8,103733
4,52,1,51,10,14,97919
24,29,2,51,9,17,141346
15,49,1,40,6,7,89636
0,46,2,49,4,3,65331
20,43,4,35,3,12,133022
13,49,3,47,4,14,111518
14,53,1,50,2,7,85051
8,27,3,36,5,15,99491
14,32,1,53,9,10,115697
16,51,2,36,6,12,110019
24,52,1,46,2,6,99632
23,40,3,46,6,17,143610
3,37,1,42,9,7,80417
11,23,3,46,4,1,85486
4,21,3,45,1,2,62175
4,47,2,36,2,9,69803
10,53,4,35,5,6,101436
5,40,4,38,10,6,104645
6,34,1,43,7,3,81321
23,25,3,41,8,7,129241
13,43,2,44,3,18,110041
23,35,4,54,9,11,141999
10,26,2,48,2,9,73016
12,53,2,35,4,13,99702
1,39,3,39,4,11,82514
24,33,1,47,6,19,138761
6,49,3,40,10,3,92527
19,26,4,51,6,18,138617
3,35,4,49,3,6,74223
7,36,2,41,9,0,93149
19,44,3,42,5,7,110568
21,43,3,36,2,10,113873
20,30,2,52,6,0,114591
18,37,1,41,3,0,80193
12,50,2,54,8,3,91834
13,30,2,50,3,3,92673
9,39,4,53,5,10,91158
10,49,3,43,4,0,88809
1,22,4,46,4,9,81106
24,39,2,48,2,3,104629
8,27,3,41,8,6,91264
16,46,2,36,3,1,80768
2,35,2,51,4,12,78014
23,23,1,45,6,18,123094
5,36,4,52,9,3,92948
4,22,4,46,4,5,72039
4,51,2,37,3,16,82589
21,48,1,48,5,8,108019
14,27,2,49,9,1,112209
22,50,2,53,1,19,124381
16,27,2,44,5,5,105724
8,49,1,43,4,17,95396
2,44,3,44,5,14,80330
19,24,1,54,7,15,118702
16,49,2,38,7,0,105285
9,25,3,53,7,9,105495
2,49,2,44,1,9,54841
17,50,1,51,9,5,101085
17,49,1,46,7,3,92521
16,46,3,35,4,13,112105
23,39,1,45,4,16,131397
2,46,2,47,2,2,57339
2,47,3,35,6,1,66659
5,50,4,35,10,17,110839
12,50,2,50,3,16,89377
23,23,4,41,1,12,124830
14,27,3,44,5,18,108266
24,29,3,50,6,9,128328
8,33,2,35,5,3,75557
3,35,1,43,5,16,82329
13,25,2,40,10,15,119206
4,49,1,49,8,18,83929
1,47,1,38,10,13,78561
10,47,2,49,1,19,85397
8,28,3,44,8,14,104980
23,52,2,50,7,18,140488
2,40,4,47,1,2,68798
8,30,3,53,9,19,111618
2,33,1,54,4,19,73442
24,49,3,38,7,15,147906
1,28,2,54,3,6,55375
11,49,3,50,8,17,120577
9,51,1,45,4,7,85827
8,50,1,49,2,13,68289
14,42,3,45,2,17,102082
7,41,4,45,8,0,100177
24,32,1,37,8,19,141464
4,31,4,51,1,5,69393
10,22,1,39,6,12,90837
1,22,3,47,9,0,73506
23,54,1,44,9,18,150598
14,23,4,39,2,6,92458
5,36,4,46,8,15,103862
7,24,3,42,8,13,106355
4,43,4,46,4,1,74619
15,40,4,50,4,6,115277
17,45,3,36,5,19,127075
5,50,1,37,10,19,100835
4,38,3,52,7,14,89750
15,31,1,51,1,13,83716
12,49,1,36,9,0,96615
4,37,1,46,3,16,75026
12,46,2,51,4,15,104547
16,43,1,40,7,4,95623
17,40,3,51,5,2,95487
7,22,3,36,5,19,106666
12,44,3,42,1,18,105675
18,51,2,48,2,1,99773
2,47,4,40,5,13,88367
23,22,2,43,2,18,123352
7,34,3,35,1,12,76815
1,24,3,39,10,12,94396
7,33,4,41,3,5,88840
12,28,2,43,1,8,72636
12,22,3,48,10,19,132740
0,26,1,43,8,0,58349
5,51,1,38,8,9,80218
23,30,3,54,8,2,138243
18,41,1,49,7,5,105698
15,30,4,38,7,15,129617
7,43,3,37,2,19,82272
0,23,2,48,9,5,76678
15,52,3,43,7,11,119107
8,40,4,53,5,2,90321
12,30,2,40,4,17,92611
10,49,4,37,8,2,110115
12,54,1,52,5,4,90413
24,40,1,50,6,18,144585
20,28,1,37,4,17,125230
9,27,4,36,2,7,96300
3,26,4,36,7,9,97216
5,31,3,44,2,18,94437
6,38,2,49,7,9,78633
4,49,2,37,7,1,76996
10,45,4,42,1,9,81207
12,41,4,52,10,17,123705
24,23,1,45,10,3,123762
18,38,4,41,3,2,109333
22,44,1,53,3,16,109556
9,30,4,41,6,16,107359
9,47,2,36,3,11,93337
10,32,3,40,9,16,118389
20,27,4,39,5,12,136906
6,37,1,48,6,8,80948
17,21,3,52,6,0,113393
3,46,1,38,8,14,87525
1,35,1,38,10,18,80093
13,53,3,47,3,8,99767
12,51,3,35,9,16,111254
11,21,3,54,7,14,115390
6,28,4,39,6,1,84753
1,32,3,37,1,3,63659
12,39,4,53,4,6,107340
13,45,2,47,5,7,92059
16,52,2,41,2,0,81528
8,32,1,44,1,0,54099
16,33,1,37,2,4,87442
7,48,4,36,8,7,106847
1,21,1,41,10,0,72346
23,26,2,43,6,2,126678
12,28,4,46,10,16,122092
2,24,4,44,2,2,69377
15,25,3,53,9,0,117410
5,45,4,47,8,3,84220
18,42,1,44,4,8,102168
6,48,2,39,10,12,92419
9,43,1,49,7,4,77997
8,24,2,37,3,13,80406
1,24,3,42,6,18,89729
14,41,2,40,3,13,92544
4,22,3,53,10,3,92359
21,27,1,51,3,3,91253
3,36,3,44,9,8,90881
19,37,4,35,6,1,116638
3,40,4,47,8,9,99856
17,43,2,44,4,17,112619
3,54,1,46,4,6,54967
16,31,1,36,8,13,104670
11,54,2,44,7,14,96522
21,53,4,35,5,9,122940
16,46,3,35,2,4,90714
9,22,2,54,6,7,95885
21,43,3,49,1,4,113172
0,42,3,35,7,4,75079
21,54,1,43,9,13,125080
23,35,4,41,5,0,123586
17,30,3,50,5,4,115495
17,35,4,50,7,18,140222
13,49,1,47,5,11,91530
14,43,2,44,10,14,117487
11,37,2,52,4,2,81864
3,29,1,43,1,0,51884
2,29,1,46,6,11,74678
19,36,3,47,9,12,129805
11,53,1,45,4,13,93355
6,51,2,49,10,9,91161
10,26,4,44,4,19,101981
0,30,4,44,5,13,82115
5,36,4,43,6,13,91064
14,24,4,37,3,12,113781
14,42,1,50,9,2,103490
18,33,1,46,1,18,105569
10,36,4,51,6,19,110991
22,49,1,49,6,9,113416
1,26,3,37,8,11,76622
13,46,1,39,5,1,75686
1,31,3,47,9,0,65000
3,44,3,40,9,3,87413
16,49,1,43,2,7,89414
2,23,4,53,5,16,91738
12,30,3,41,7,13,111418
8,21,1,47,2,13,84211
6,46,2,39,7,18,89655
14,32,4,50,9,3,107755
22,34,2,38,8,19,145856
10,45,3,39,10,15,118069
19,28,2,54,9,18,142091
1,24,1,53,4,18,72156
